RowNumber,Surname,Geography,Gender,Age
4775,Conway,France,Female,35
4776,Buccho,Spain,Male,35
4777,Aksyonova,Spain,Male,37
4778,Batty,France,Female,33
4779,Rowe,Spain,Female,45
4780,Pisani,Germany,Male,40
4781,Onochie,Spain,Male,36
4782,Farmer,Spain,Female,53
4783,Cameron,France,Female,53
4784,Jennings,France,Female,37
4785,Eluemuno,Spain,Female,53
4786,Swift,France,Female,22
4787,Pisani,France,Female,34
4788,Nnonso,France,Male,42
4789,Cameron,Spain,Female,44
4790,Stevens,France,Male,41
4791,Zito,Spain,Male,34
4792,Taylor,Spain,Male,35
4793,Ferrari,Spain,Male,19
4794,Yeh,France,Female,41
4795,Gould,France,Female,39
4796,Agafonova,France,Male,29
4797,Fowler,Spain,Male,35
4798,Chidumaga,Germany,Female,32
4799,Sabbatini,France,Male,41
4800,Johnson,France,Male,52
4801,Chapman,France,Male,39
4802,Birk,France,Male,71
4803,Capon,Spain,Male,39
4804,Chidubem,Spain,Male,41
4805,Childs,Spain,Female,34
4806,Sun,Germany,Male,41
4807,Lung,France,Female,33
4808,Tao,France,Male,28
4809,Napolitano,France,Female,33
4810,Davis,France,Male,37
4811,Sagese,France,Male,38
4812,Hutchinson,Spain,Female,26
4813,Nelson,France,Male,31
4814,Schiavone,Spain,Male,39
4815,Chienezie,Spain,Male,39
4816,Obioma,Germany,Female,77
4817,Butusov,France,Male,29
4818,Pisano,France,Male,28
4819,Stetson,France,Female,36
4820,Waring,France,Male,26
4821,Fanucci,France,Female,32
4822,Thao,France,Female,33
4823,Murphy,France,Female,32
4824,McConnell,Spain,Female,32
4825,Armfield,France,Male,35
4826,Fanucci,France,Male,31
4827,Panina,France,Male,24
4828,Nixon,Spain,Male,52
4829,Walker,Spain,Female,42
4830,Chiemela,France,Male,34
4831,Martel,Spain,Male,30
4832,Briggs,France,Male,35
4833,Iheatu,France,Female,79
4834,Jennings,France,Male,32
4835,Ch'en,Spain,Female,35
4836,Kovalyov,Spain,Male,34
4837,Yeh,France,Male,26
4838,Chien,France,Male,28
4839,Brown,France,Female,40
4840,Buddicom,France,Female,53
4841,McGregor,France,Female,35
4842,Thompson,Germany,Female,44
4843,Ross,Spain,Male,56
4844,Ch'ang,France,Male,29
4845,Warren,Germany,Female,36
4846,Uspenskaya,France,Female,36
4847,King,France,Female,36
4848,Trentini,France,Female,23
4849,Konovalova,France,Male,42
4850,Dellucci,Germany,Male,70
4851,Goddard,France,Male,27
4852,Neumann,France,Female,48
4853,Ch'in,Spain,Male,35
4854,Walters,France,Female,41
4855,Muravyova,Germany,Male,23
4856,Barry,Germany,Male,33
4857,Woolnough,France,Male,44
4858,Keen,France,Male,27
4859,Liebe,France,Female,41
4860,White,Spain,Female,22
4861,Hunter,Spain,Male,36
4862,Myers,Spain,Female,22
4863,Rogova,Spain,Female,55
4864,Raff,France,Female,33
4865,Cocci,France,Male,54
4866,Kanayochukwu,France,Female,29
4867,Obialo,Germany,Female,37
4868,Liu,France,Female,34
4869,Gilbert,France,Male,37
4870,Coles,France,Male,50
4871,Ponomaryov,Germany,Female,43
4872,Bergamaschi,France,Male,40
4873,Guerin,Spain,Male,32
4874,Sinclair,France,Male,37
4875,Dominguez,France,Male,43
4876,Costa,France,Female,33
4877,Wei,Spain,Female,27
4878,Mills,France,Male,44
4879,Pugh,Spain,Male,29
4880,Price,Spain,Female,44
4881,Wood,Spain,Male,33
4882,Robertson,France,Male,31
4883,Sawtell,Germany,Female,36
4884,Yuryeva,Germany,Male,43
4885,Pisano,Germany,Male,49
4886,Kharitonova,Spain,Male,41
4887,Simmons,Germany,Female,53
4888,Muramats,France,Male,37
4889,Tang,France,Male,49
4890,Peng,Germany,Female,41
4891,Bevan,Spain,Female,34
4892,Zito,Germany,Male,34
4893,Sokolov,Germany,Female,51
4894,Teng,Spain,Male,29
4895,Amadi,France,Female,32
4896,Davide,France,Male,31
4897,Parkes,France,Male,41
4898,Mazzanti,Spain,Male,40
4899,Findlay,France,Female,40
4900,Hsu,France,Female,32
4901,Chukwukadibia,France,Male,41
4902,Baxter,France,Male,59
4903,Kung,France,Male,30
4904,Booth,France,Male,42
4905,Evans,France,Female,44
4906,Kung,Spain,Male,30
4907,Tung,Spain,Female,33
4908,Yuan,France,Male,34
4909,Jackson,France,Male,48
4910,Ross,Spain,Female,29
4911,Yang,France,Female,36
4912,Yu,Spain,Male,37
4913,Onwumelu,France,Male,60
4914,Gay,France,Female,51
4915,Morrison,Germany,Female,47
4916,Belov,France,Male,45
4917,Mao,Spain,Female,39
4918,Walsh,France,Male,32
4919,Bruno,France,Female,36
4920,Gray,Spain,Female,50
4921,Maurer,France,Male,33
4922,Chiang,Spain,Female,33
4923,Cattaneo,France,Male,26
4924,Grieve,Germany,Male,34
4925,Lowell,Germany,Male,36
4926,Trentino,Germany,Male,58
4927,Sung,Germany,Female,36
4928,Yen,France,Female,40
4929,Philipp,Spain,Male,39
4930,Dynon,France,Male,34
4931,Alexeyeva,Germany,Male,30
4932,Hs?eh,Germany,Male,81
4933,Ferri,France,Female,29
4934,Hsu,Germany,Female,31
4935,Bishop,France,Female,54
4936,Toscani,Germany,Male,43
4937,T'ao,Germany,Male,24
4938,Philip,France,Male,36
4939,Li Fonti,Germany,Male,34
4940,Rene,France,Male,37
4941,Daigle,France,Female,38
4942,Joshua,Spain,Male,43
4943,Simmons,France,Male,36
4944,Jamieson,Spain,Male,43
4945,Hou,France,Male,53
4946,Cochran,France,Female,31
4947,Bibb,France,Female,47
4948,Jen,France,Female,62
4949,Corran,Spain,Female,39
4950,He,France,Male,36
4951,Loggia,Germany,Female,45
4952,Lovely,France,Male,20
4953,Becker,Spain,Male,58
4954,Plascencia,Spain,Male,34
4955,Somadina,Spain,Male,42
4956,Walker,Germany,Male,33
4957,Alekseeva,Spain,Male,33
4958,Watson,France,Male,39
4959,Zotov,France,Male,37
4960,Williamson,Spain,Female,46
4961,Carpenter,France,Male,42
4962,Cattaneo,Germany,Male,45
4963,Gordon,France,Female,42
4964,Boni,France,Male,40
4965,Lynch,France,Female,41
4966,McCarthy,France,Male,36
4967,Davies,France,Male,64
4968,Hargreaves,Germany,Male,40
4969,Blackburn,Spain,Male,41
4970,K?,Spain,Female,35
4971,Meng,Spain,Male,38
4972,Cattaneo,Spain,Male,30
4973,Hunt,Germany,Male,41
4974,Owens,France,Female,24
4975,Steele,Spain,Female,55
4976,Kennedy,France,Male,39
4977,Pan,Germany,Female,25
4978,Alexander,Spain,Male,35
4979,Bray,Germany,Male,35
4980,Nnabuife,Germany,Female,45
4981,Padovesi,Germany,Male,38
4982,Bray,Spain,Female,23
4983,Lucas,France,Male,30
4984,Tinline,France,Male,30
4985,Esomchi,France,Female,31
4986,Liao,Germany,Male,26
4987,Iroawuchi,Spain,Female,36
4988,Retana,France,Female,35
4989,Fang,France,Male,47
4990,Ozioma,France,Male,40
4991,Robson,Spain,Female,33
4992,Bruno,France,Female,33
4993,Price,France,Female,62
4994,Swanson,France,Female,44
4995,Chang,Germany,Female,52
4996,Morgan,France,Female,36
4997,Nwebube,Germany,Male,44
4998,Trevisan,Spain,Male,43
4999,Ositadimma,Spain,Female,40
5000,Cunningham,Spain,Female,38
5001,Fields,Germany,Female,68
5002,Johnston,Spain,Male,35
5003,Vasilyev,France,Male,43
5004,Hooper,France,Male,36
5005,Colombo,Germany,Female,57
5006,Tsao,France,Male,48
5007,Chikere,Germany,Female,37
5008,Ballard,Spain,Female,46
5009,Akhtar,France,Male,36
5010,O'Loughlin,Spain,Male,33
5011,Davis,Germany,Male,49
5012,Barry,Spain,Male,47
5013,K'ung,France,Male,40
5014,Gorman,France,Female,40
5015,John,Spain,Female,35
5016,Tsou,France,Male,50
5017,Okonkwo,France,Female,29
5018,Esposito,Germany,Male,34
5019,Boni,France,Female,51
5020,Pratt,Germany,Female,53
5021,Page,Germany,Female,68
5022,Wilkinson,France,Female,29
5023,Tseng,France,Male,45
5024,Clark,France,Male,40
5025,Finch,Germany,Female,44
5026,Shen,France,Male,37
5027,Hou,France,Male,44
5028,Wall,Germany,Male,37
5029,Manna,France,Female,38
5030,Reyes,France,Male,38
5031,Jideofor,Germany,Male,33
5032,Sal,Germany,Female,34
5033,Iweobiegbunam,Germany,Female,46
5034,Shao,France,Female,61
5035,Heath,Germany,Female,29
5036,Chidimma,Spain,Male,34
5037,Murray,Germany,Male,59
5038,Sullivan,Spain,Male,38
5039,Wu,France,Female,63
5040,Downie,France,Female,38
5041,Chukwufumnanya,Spain,Male,50
5042,Allan,Spain,Male,29
5043,Findlay,France,Female,33
5044,Ch'eng,Spain,Female,44
5045,Miller,France,Male,30
5046,Tsai,France,Female,29
5047,Graham,Spain,Male,25
5048,Norton,Spain,Male,26
5049,Yegorov,France,Male,42
5050,Holt,Spain,Male,38
5051,Kao,France,Male,32
5052,Ross,Spain,Male,36
5053,Hsiao,France,Male,38
5054,Allan,Germany,Female,28
5055,Liang,Spain,Male,36
5056,Briggs,Spain,Male,31
5057,Cantrell,Germany,Male,23
5058,Wang,Germany,Female,46
5059,Aksenov,France,Male,37
5060,Glennon,France,Male,29
5061,Yancy,France,Female,35
5062,Mazzi,France,Female,42
5063,Liu,Germany,Male,41
5064,Nucci,Spain,Female,41
5065,Y?,France,Female,47
5066,Nucci,France,Female,27
5067,Tang,France,Female,26
5068,Kao,Germany,Female,45
5069,Chen,Spain,Female,79
5070,Yao,Spain,Female,29
5071,Tsou,France,Female,42
5072,Barnes,France,Male,35
5073,H?,France,Male,29
5074,Cruz,Germany,Male,34
5075,Smith,France,Male,38
5076,Onuchukwu,Spain,Male,25
5077,Bukowski,France,Female,37
5078,Simmons,France,Male,34
5079,Stewart,Spain,Male,35
5080,Gow,France,Male,37
5081,Williams,France,Male,29
5082,Francis,France,Female,31
5083,Calabresi,Spain,Female,41
5084,Chimaobim,Spain,Female,38
5085,Chikwendu,France,Male,49
5086,Padovesi,Germany,Male,49
5087,Henderson,Spain,Male,50
5088,Kharlamova,Spain,Male,43
5089,Onio,France,Male,42
5090,Yeh,Germany,Male,45
5091,Feng,France,Female,30
5092,Norman,Germany,Male,43
5093,White,France,Female,39
5094,Manfrin,Germany,Female,55
5095,Ritchie,France,Male,37
5096,Udegbulam,Spain,Female,46
5097,Kao,France,Female,29
5098,Diaz,Spain,Male,20
5099,Olisaemeka,Germany,Male,29
5100,Ross-Watt,Germany,Female,45
5101,Miller,Spain,Female,26
5102,Shubin,Spain,Female,58
5103,Nwankwo,Spain,Male,20
5104,Cartwright,Germany,Female,58
5105,Ngozichukwuka,Spain,Male,44
5106,Sadler,Germany,Male,51
5107,Azuka,France,Female,32
5108,Shen,Spain,Female,37
5109,Whittaker,Spain,Male,55
5110,Abazu,Spain,Female,28
5111,Murphy,France,Female,33
5112,Ford,France,Male,26
5113,Gratwick,Spain,Female,28
5114,Pai,France,Female,47
5115,Lorenzo,France,Male,60
5116,Brady,Germany,Female,49
5117,Wong,Germany,Male,38
5118,Douglas,France,Male,31
5119,Kennedy,France,Male,40
5120,Chang,France,Male,37
5121,Brown,France,Male,26
5122,Hsiung,Spain,Female,35
5123,MacDonald,France,Male,27
5124,Davidson,Spain,Male,29
5125,Milano,Spain,Female,46
5126,Bovee,Spain,Male,54
5127,Lewis,Spain,Female,54
5128,Dyer,Spain,Female,38
5129,Hsia,France,Female,38
5130,Hicks,Germany,Female,42
5131,Millar,Germany,Male,38
5132,Fan,France,Male,40
5133,Young,France,Female,66
5134,Kerr,Spain,Male,37
5135,Frolova,France,Female,55
5136,Vasilyev,France,Male,40
5137,Sabbatini,Germany,Female,64
5138,Ifeanacho,France,Female,51
5139,Capon,France,Male,34
5140,Chieloka,Spain,Male,47
5141,Hanson,France,Female,29
5142,Ts'ao,Spain,Male,32
5143,Bradshaw,Spain,Female,48
5144,Nkemakolam,Spain,Male,31
5145,Clunie,France,Female,25
5146,Cover,Germany,Male,38
5147,Esposito,Germany,Male,32
5148,Hodgson,France,Female,38
5149,Harvey,Spain,Male,70
5150,Dobie,France,Female,49
5151,Okwudilichukwu,France,Female,37
5152,Dyer,France,Female,35
5153,Chase,Spain,Male,36
5154,Baresi,France,Female,29
5155,Lo,Germany,Female,42
5156,Tyler,France,Female,42
5157,Ts'ui,Spain,Male,33
5158,Aparicio,Spain,Female,50
5159,Macleod,France,Male,55
5160,Sal,Spain,Female,69
5161,Yeh,France,Male,44
5162,Udegbunam,Spain,Male,46
5163,Alexandrov,France,Male,31
5164,Ozioma,France,Female,36
5165,Atkins,France,Male,36
5166,Campos,France,Male,33
5167,Wood,Spain,Female,43
5168,Kerr,France,Male,29
5169,Chienezie,Spain,Male,30
5170,Tsou,Germany,Male,31
5171,McKinnon,France,Female,31
5172,Nwachukwu,France,Male,39
5173,Nwebube,France,Male,37
5174,Burt,Spain,Male,38
5175,Ross,France,Male,34
5176,Lees,Spain,Female,29
5177,Feetham,France,Female,28
5178,Chuang,Spain,Female,27
5179,Aitken,Germany,Male,22
5180,Chambers,Germany,Male,34
5181,Coburn,Spain,Male,43
5182,Ahmed,Spain,Female,35
5183,Ogochukwu,France,Female,31
5184,Soto,France,Male,38
5185,Obiajulu,France,Female,28
5186,Yegorova,Germany,Female,39
5187,Lucchese,France,Male,32
5188,Talbot,France,Female,30
5189,Lu,Spain,Male,30
5190,Arnold,Spain,Male,41
5191,Nicholson,Spain,Male,36
5192,Chukwualuka,France,Female,58
5193,Wallace,France,Female,39
5194,Pisano,Spain,Female,29
5195,Kelly,France,Male,27
5196,Brady,Spain,Male,38
5197,Palmer,France,Female,22
5198,Tan,France,Female,71
5199,L?,France,Male,40
5200,Mordvinova,Spain,Female,27
5201,Corones,Germany,Male,42
5202,Clements,France,Male,36
5203,Morrice,Germany,Female,22
5204,Hsiung,Germany,Male,30
5205,Barrett,France,Female,33
5206,Kanayochukwu,France,Male,28
5207,Tardent,France,Male,38
5208,Bowhay,Germany,Female,37
5209,Lei,Spain,Female,38
5210,Baker,Spain,Female,38
5211,Pisano,France,Male,35
5212,Castillo,Germany,Male,22
5213,Gibson,Germany,Male,55
5214,Lindsay,Germany,Male,29
5215,Macnamara,Germany,Female,57
5216,Romano,France,Male,24
5217,Aksakova,Spain,Male,43
5218,Farnsworth,France,Male,28
5219,Giordano,France,Male,20
5220,Arnold,France,Female,38
5221,Thompson,Germany,Male,37
5222,Koch,Spain,Female,29
5223,Jones,France,Female,22
5224,Otitodilinna,Spain,Female,72
5225,Fleetwood-Smith,Spain,Male,43
5226,Chinonyelum,France,Male,66
5227,Montague,Spain,Male,39
5228,Milani,France,Male,23
5229,Palermo,France,Male,29
5230,Anderson,France,Male,35
5231,Crawford,Germany,Male,40
5232,Lin,France,Male,38
5233,Yewen,France,Female,46
5234,Simmons,Germany,Female,49
5235,Mbadiwe,France,Female,41
5236,Munro,France,Female,68
5237,Graham,France,Male,29
5238,Lombardo,Spain,Male,26
5239,Kalinin,France,Male,30
5240,Woodward,Germany,Male,44
5241,Pirozzi,France,Female,24
5242,Iweobiegbulam,France,Male,41
5243,Piazza,Germany,Female,40
5244,Baranova,Germany,Female,37
5245,Fan,Spain,Male,43
5246,Sun,France,Male,38
5247,Marino,France,Female,32
5248,Donaldson,France,Male,59
5249,Burton,France,Male,39
5250,Quinn,France,Male,44
5251,Sabbatini,Germany,Female,24
5252,Brooks,France,Male,39
5253,Black,France,Female,44
5254,Schwartz,Spain,Female,27
5255,Ts'ui,Spain,Male,20
5256,Sargent,France,Female,63
5257,Udinesi,Spain,Female,48
5258,Lee,Germany,Female,31
5259,Taylor,France,Male,38
5260,Kepley,France,Male,52
5261,Ozuluonye,Germany,Female,35
5262,Lassetter,France,Female,26
5263,Mishina,France,Male,30
5264,Trevisano,Germany,Male,41
5265,Iloerika,Spain,Female,44
5266,Tan,France,Female,27
5267,Chikelu,France,Male,31
5268,Lin,France,Male,26
5269,Nicholson,France,Male,28
5270,Ugoji,Germany,Male,34
5271,Michel,Germany,Male,33
5272,Bruce,Germany,Male,40
5273,Feng,France,Male,47
5274,McDonald,France,Male,32
5275,Watt,France,Male,43
5276,Goodwin,France,Female,42
5277,Arcuri,France,Male,29
5278,Rapuluolisa,Spain,Female,40
5279,Kao,Germany,Male,31
5280,Tsui,Spain,Female,40
5281,Summers,Germany,Female,28
5282,Cross,Spain,Male,31
5283,Osorio,France,Male,32
5284,Bobrov,Germany,Female,23
5285,Barnett,Germany,Male,51
5286,Pike,Spain,Female,53
5287,Gearheart,Spain,Female,41
5288,Bruno,Spain,Female,38
5289,Egobudike,France,Male,30
5290,Okechukwu,Spain,Male,19
5291,Zikoranachidimma,Germany,Female,56
5292,Milanesi,France,Female,32
5293,Ahern,France,Female,28
5294,Dickson,Spain,Female,41
5295,Anayochukwu,Germany,Male,32
5296,McDonald,Germany,Female,29
5297,Fiorentini,Spain,Female,44
5298,Russo,Germany,Male,51
5299,Young,France,Male,36
5300,Bianchi,France,Female,71
5301,Fallaci,France,Female,33
5302,Crawford,France,Male,39
5303,Marsh,France,Male,39
5304,Kosisochukwu,Spain,Male,25
5305,Piccio,Spain,Female,42
5306,Nevels,France,Male,27
5307,Kaodilinakachukwu,France,Female,51
5308,Amaechi,France,Female,49
5309,P'an,Spain,Female,31
5310,Ikemefuna,Spain,Female,36
5311,Tai,Germany,Male,42
5312,Winn,France,Female,40
5313,Hardy,Spain,Female,48
5314,Chiu,France,Female,72
5315,Lopez,Germany,Male,45
5316,Steen,France,Male,36
5317,Ferri,Spain,Male,40
5318,Yegorova,France,Male,37
5319,Knowles,Spain,Male,31
5320,May,Germany,Male,25
5321,Bianchi,Spain,Male,36
5322,Pipes,France,Male,25
5323,Doherty,France,Female,40
5324,Yobanna,France,Male,32
5325,Hsu,Germany,Male,31
5326,Russell,France,Female,43
5327,Payne,Spain,Female,59
5328,Windsor,Germany,Female,25
5329,Bray,Germany,Male,27
5330,Seleznyov,France,Male,41
5331,Wark,France,Male,29
5332,Y?,Germany,Female,46
5333,Brown,Spain,Female,29
5334,Huang,Spain,Male,33
5335,Zito,Germany,Male,24
5336,Bailey,France,Female,39
5337,Allnutt,France,Female,55
5338,Christie,Spain,Female,57
5339,Pope,Germany,Female,34
5340,Johnstone,Germany,Female,55
5341,Bird,Spain,Male,42
5342,Jones,France,Female,51
5343,Pedder,Germany,Male,47
5344,Calabrese,France,Male,47
5345,Chialuka,France,Male,25
5346,McKenzie,France,Male,34
5347,Holloway,France,Male,31
5348,Tang,Spain,Male,32
5349,Byrne,Germany,Male,41
5350,Selwyn,Germany,Male,32
5351,Genovese,France,Female,57
5352,Koger,Germany,Male,41
5353,Baranov,France,Female,23
5354,Greco,Spain,Male,35
5355,Owens,France,Male,31
5356,Y?,France,Female,29
5357,Kendall,Germany,Male,47
5358,Ko,Germany,Male,31
5359,Tang,France,Male,39
5360,Lombardo,Germany,Male,42
5361,Perkins,France,Male,35
5362,Feng,France,Male,46
5363,Lo,Germany,Female,37
5364,Piccio,Spain,Male,51
5365,Mazzanti,Germany,Male,33
5366,Chukwualuka,Spain,Male,39
5367,Elliot,Germany,Female,42
5368,Gratton,France,Male,41
5369,Carandini,France,Female,62
5370,Robinson,Spain,Male,52
5371,Lo,France,Male,41
5372,Ma,France,Male,33
5373,Vinogradova,Spain,Female,39
5374,H?,Spain,Male,30
5375,Alexandrova,Spain,Female,23
5376,Yang,Spain,Male,38
5377,Maslova,Spain,Male,38
5378,Buccho,France,Male,72
5379,Young,Germany,Male,27
5380,Barker,France,Female,21
5381,Sung,Spain,Male,36
5382,Hansen,Germany,Male,32
5383,Brown,France,Female,40
5384,Lo Duca,France,Male,28
5385,Ellis,Spain,Male,28
5386,Korff,Germany,Female,36
5387,Gardiner,France,Male,48
5388,Kiernan,Spain,Male,22
5389,Thompson,Germany,Male,54
5390,Mathews,France,Female,32
5391,Macrossan,France,Female,38
5392,Illingworth,Spain,Female,27
5393,Bowen,Spain,Male,44
5394,Craig,France,Male,32
5395,Menhennitt,Spain,Female,44
5396,Moore,Germany,Male,48
5397,Shoebridge,France,Male,42
5398,Palermo,France,Female,40
5399,Reilly,Germany,Male,44
5400,Bowen,Spain,Male,35
5401,Fyodorov,France,Female,30
5402,Clements,France,Male,47
5403,McKenzie,France,Male,37
5404,Craig,Spain,Male,22
5405,Iloerika,France,Male,37
5406,Dolgorukova,Germany,Female,64
5407,Eva,France,Female,47
5408,Yeh,France,Male,37
5409,P'an,Spain,Female,54
5410,Howe,Spain,Male,28
5411,Jenkins,France,Female,28
5412,Shih,France,Female,40
5413,Nnamdi,France,Female,48
5414,Mitchell,France,Female,42
5415,Findlay,France,Female,40
5416,Pisani,France,Female,28
5417,Belisario,France,Male,50
5418,Pomeroy,France,Male,32
5419,Ibrahimova,Germany,Male,35
5420,K?,Spain,Female,56
5421,Graham,France,Male,28
5422,Trevisano,France,Female,39
5423,Trevisano,France,Female,31
5424,K?,France,Male,35
5425,Manning,Germany,Male,44
5426,Tucker,Germany,Female,44
5427,Schaffer,Spain,Female,36
5428,Esomchi,Germany,Male,36
5429,Ch'ang,France,Female,35
5430,Walker,France,Female,48
5431,Chu,France,Female,24
5432,Crawford,France,Female,25
5433,Milne,Spain,Male,51
5434,Anenechukwu,France,Male,37
5435,Donaldson,Spain,Female,32
5436,Kelly,France,Female,33
5437,Ts'ao,France,Female,34
5438,Gonzalez,Germany,Male,30
5439,Tai,France,Male,34
5440,Muravyova,Germany,Female,61
5441,Milanesi,Germany,Male,43
5442,Lin,France,Male,29
5443,Lambert,Germany,Female,43
5444,Temple,Spain,Male,28
5445,Ridley,France,Male,33
5446,Young,France,Female,36
5447,Slye,France,Male,28
5448,Pan,Germany,Male,50
5449,Hsueh,Germany,Female,44
5450,Roberts,France,Female,46
5451,Moss,France,Male,33
5452,Andrews,France,Male,43
5453,Takasuka,France,Female,45
5454,Dawson,France,Female,25
5455,Bruche,France,Male,39
5456,Oliver,Germany,Female,45
5457,Ryan,Germany,Male,34
5458,Sabbatini,Germany,Male,62
5459,Watt,Spain,Male,35
5460,Wilson,Spain,Female,36
5461,Abramova,Germany,Male,41
5462,Purdy,Spain,Male,31
5463,Higgins,France,Female,29
5464,Marshall,France,Female,36
5465,Reye,France,Female,36
5466,Chibueze,Germany,Female,41
5467,Kwemtochukwu,Germany,Male,32
5468,Biryukova,Spain,Male,33
5469,Chidozie,France,Male,45
5470,Barber,France,Male,21
5471,Thompson,France,Male,25
5472,Maslov,Germany,Female,39
5473,Jones,Germany,Male,42
5474,Chidumaga,Germany,Female,38
5475,Hs?,France,Female,34
5476,Trentini,Germany,Male,42
5477,Lucas,Spain,Male,47
5478,Willoughby,France,Female,34
5479,Jamieson,Germany,Male,44
5480,Robertson,Spain,Male,35
5481,Ojiofor,Germany,Female,34
5482,Cameron,Germany,Female,44
5483,Mayne,Spain,Male,46
5484,Mancini,Spain,Male,28
5485,Paramor,Germany,Male,45
5486,Young,Spain,Male,38
5487,Daly,Spain,Female,41
5488,Carter,France,Male,35
5489,Dike,France,Female,35
5490,Hughes,France,Male,33
5491,Green,Spain,Female,78
5492,Chinomso,Germany,Female,36
5493,Gorshkov,France,Male,35
5494,Chinomso,France,Male,31
5495,Ijendu,Spain,Female,48
5496,Yen,France,Male,35
5497,Arcuri,France,Female,42
5498,Baresi,Spain,Female,36
5499,Field,France,Male,35
5500,Christian,Germany,Female,27
5501,Ross,France,Male,47
5502,Trevisani,France,Female,31
5503,Akabueze,Spain,Female,40
5504,Dunn,Spain,Male,24
5505,Martin,France,Male,32
5506,Donaldson,France,Female,53
5507,McClinton,Spain,Male,34
5508,Bentley,Spain,Female,40
5509,Ibezimako,France,Female,75
5510,Thomson,France,Male,33
5511,Ch'in,Germany,Female,48
5512,Holbrook,Germany,Male,32
5513,Solomina,France,Male,37
5514,McDonald,France,Female,33
5515,Dennis,France,Male,65
5516,Faulk,Germany,Female,28
5517,Dale,France,Male,37
5518,Gorbunov,France,Male,33
5519,Farrell,France,Male,39
5520,De Luca,France,Male,43
5521,Walker,France,Female,61
5522,Forster,France,Male,37
5523,Brown,France,Female,37
5524,Monaldo,France,Male,35
5525,Wu,France,Female,53
5526,Pan,France,Male,51
5527,Longo,Germany,Male,49
5528,Findlay,France,Male,38
5529,Fu,France,Male,32
5530,Yin,France,Male,34
5531,Hamilton,France,Male,34
5532,Miller,France,Female,31
5533,Hsing,France,Male,33
5534,Mitchell,Spain,Male,44
5535,Chamberlin,France,Female,29
5536,Buttenshaw,Germany,Female,32
5537,Anayochukwu,Spain,Male,45
5538,Wallace,Germany,Female,41
5539,Calabresi,Germany,Female,28
5540,Sun,Spain,Male,39
5541,Tuan,France,Male,43
5542,Nazarova,Spain,Male,51
5543,Bryant,France,Female,35
5544,Pai,France,Male,38
5545,Power,France,Male,42
5546,Hao,Germany,Male,33
5547,McMillan,France,Male,32
5548,Merrett,France,Male,38
5549,Phillips,France,Male,38
5550,De Luca,Spain,Male,33
5551,Tu,France,Female,44
5552,Elder,Germany,Female,26
5553,Dilke,France,Male,41
5554,Panicucci,Germany,Male,31
5555,Mason,Spain,Male,38
5556,Townsend,Spain,Female,39
5557,Gunson,France,Male,40
5558,Milano,Germany,Female,39
5559,Macleod,Germany,Male,34
5560,Olisaemeka,Germany,Male,36
5561,Gleeson,France,Male,35
5562,Martin,Spain,Female,56
5563,Liao,Spain,Male,42
5564,Sung,Spain,Male,46
5565,Lai,Spain,Male,39
5566,Cartwright,Germany,Male,35
5567,Wu,Germany,Male,42
5568,Ch'in,Germany,Male,28
5569,Biryukov,France,Male,38
5570,Ting,France,Male,36
5571,P'eng,Germany,Male,35
5572,Niu,Spain,Female,38
5573,Mellor,France,Male,34
5574,Power,France,Male,29
5575,Arcuri,Spain,Female,36
5576,Lang,France,Male,40
5577,Eve,Germany,Male,65
5578,Ch'in,France,Female,62
5579,Napolitani,Spain,Female,50
5580,Barker,Spain,Male,22
5581,Whitfield,Spain,Male,30
5582,Stradford,Spain,Male,67
5583,Brownlow,France,Male,38
5584,Dunn,Spain,Female,31
5585,DeRose,Spain,Female,31
5586,Wang,Germany,Male,38
5587,Hobbs,Germany,Female,25
5588,Anderson,France,Female,37
5589,Ugochukwu,France,Female,35
5590,Kirsova,Germany,Female,37
5591,Tsou,Germany,Male,25
5592,Ozerova,France,Male,38
5593,Li,Spain,Male,19
5594,Fyans,Spain,Male,50
5595,Freeman,France,Male,40
5596,Chiu,France,Male,33
5597,Iadanza,Spain,Male,35
5598,Ferguson,France,Female,42
5599,Kelly,Germany,Female,57
5600,She,Germany,Female,50
5601,Christie,France,Male,37
5602,Creel,Spain,Female,44
5603,Thompson,France,Female,50
5604,Lazareva,Spain,Male,39
5605,Boni,France,Male,49
5606,Evseev,France,Male,58
5607,Marino,Germany,Female,52
5608,Mackenzie,Germany,Male,41
5609,Sutherland,France,Female,27
5610,Nicolay,Spain,Female,40
5611,Lori,France,Female,28
5612,Piazza,Germany,Male,42
5613,Somerville,France,Female,31
5614,Christie,France,Female,32
5615,Grave,Spain,Female,46
5616,Lori,France,Female,29
5617,Iloerika,Spain,Male,26
5618,Muir,France,Male,43
5619,Pauley,France,Male,38
5620,Kao,Spain,Male,41
5621,Grant,France,Male,31
5622,Chukwuma,France,Female,44
5623,Vincent,France,Male,38
5624,Lazareva,Spain,Male,42
5625,Ch'ien,Spain,Female,45
5626,Bishop,France,Female,60
5627,Chibuzo,Spain,Female,35
5628,Chang,France,Male,29
5629,Calabrese,Germany,Female,44
5630,Tokaryev,Spain,Male,28
5631,Logan,Spain,Female,37
5632,Ozerova,France,Male,40
5633,Goering,France,Male,44
5634,Lo,France,Male,28
5635,Simmons,France,Female,38
5636,Maduabuchim,Spain,Female,27
5637,Linger,France,Male,33
5638,Yeh,France,Female,29
5639,Stevenson,France,Female,38
